Project ID,Title,Problem Statement,Objectives,Department,Academic Year,Manual Similarity Score (0-100),"Similar Sections (Title,ProblemStatement,Objectives)",Notes
683d38e62807bf3490d59504,BLENDED LEARNING ESSENTIALS FOR EDUCATORS,"Project Overview The ""Blended Learning Essentials for Educators"" project is focused on helping teachers at the University of Dodoma (UDOM) improve their teaching by learning how to use digital tools and blended learning techniques. This project will address the problems teachers face when trying to use technology in teaching, addressing existing gaps in digital literacy, infrastructure limitations, and confidence in using online tools. By combining face-to-face and online teaching methods, this project aims to improve education quality and make modem teaching more accessible to UDOM educators. Problem statement UDOM is committed to modernizing its teaching methods to align with global educational trends. Educators at UDOM face significant,challenges in integrating blended learning due to: I Limited familiarity with online tools. Unequal access to technology. Lack of training and support. These issues hinder their ability to engage students in effective blended learning environments. ' ' Without intervention, educators will struggle to adapt...","J Main objective.; The main objective of this project is todevelop an online course that will empower educators at UDOM with essential digital skills and blended learning strategies to improve teaching effectiveness and student engagement in both online and in-person settings.; Specific objective.; Analyze the current digital literacy levels of educators to identify gaps and training needs for platforms like Google Classroom.; ii.		Design and a structured training program that equips educators with the knowledge to develop and implement effective blended learning strategies.; Develop collaborative learning opportunities through hands-on practice and peer support sessions to foster educator engagement.; iv.		Evaluate progress and training effectiveness through pre- and post-training assessments, measuring competency improvem,ents and application in teaching.; Project significance; This project is important because it solves key problems like lack of digital skills and limited access to technology among UDOM teachers. By improving their abilities, the project helps UDOM provide better education for all students. It also ensures tha�even teachers in remote areas can use modem teaching methods. This program will reduce the digital gap, improve teaching quality, and help students learn better, regardless of where they are.; Relevance to Sllstainable Development Goals (SDGs):; The Blended Learning Essentials for Educators project aligns strongly with the; following SDGs:; SDG 4: Quality Education; Target 4.4: Increase the number of youth and adults who have relevant skills, including technical and vocational skills, for employment, decent jobs, and entrepreneurship.; This project provides UDOM educators with digital and blended learning skills, empowering them to deliver quality education effectively.; Target 4.c: Increase the supply of qualified teachers, including through international cooperation for teacher training.; By training educators in modern teaching methods, the project contributes; to the development of a skilled teaching workforce in Tanzania.; Alignment with Tanzania's Educational P�licies:; ii	1.4.2.1 Education and Training Policy (ETP) 2014; Advocates for integrating ICT in education to improve access, equity, and quality.; T_heproject supports this policy by equipping educators with the skills to use digital platforms such a� Google Meet, Zoom, and Google Classroom, aligning teaching practices with national goals.; Tanza.nia Development Vision 2025; Emphasizes the creation of a well-educated and technologically skilled society.; By training educators in blended learning methods, the project directly contributes to building a knowledge-based economy as envisioned in Vision 2025.; National JCT Policy (2016); Focuses on using JCT to enhance service delivery in education and other sectors.; The project aligns with this policy by promoting the use of technology in teaching, thereby improving service delivery in higher education institutions like UDOM.; Higher Education Development Program ( HEDP); Encourages the adoption of innovative teaching methods, including the use of JCT, to enhance the quality of higher education.; This project provides a framework for innovation in teaching at UDOM,; addressing both teacher development and the integration of modern tools.; Human Capital Development Strategy (HCDS) 2020-2025; Focuses on capacity building in education to meet future workforce demands.; By enhancing educators' s�lls; the project ensures that students receive a quality education, equipping them with the competencies needed in the modern economy.",Department of Information Systems and Technology (DIS&T),2024,,,
683d38eb2807bf3490d59507,EXPERIENCING MIKUMI'S DISTINCTS WITH LESS TROUBLE (VIRTUAL REALITY TOUR),"l.J Pr O•Ject Overview MikumiN • known ti �tton_al Park, one of Tanzania's most captivating wildlife reserves, is a destination Bow or Its diverse flora and fauna, breathtaking landscapes, and unique safari experiences. cons:v�r, many �ot�ntial visitors face challenges such as logistical complexities, financial ofte runts, and hm1ted access to reliable infonnation when pJanning their visits. These barriers or in�prev�nt people from fully experiencing the park's wonders, whether they are local tourists emational travelers. To address these challenges, this project, titled ""Experience Mikumi with Less Trouble,"" bpropose.s t.he deve1 oprnent of a vi.rtual tour platform. The platform aims to solve these problems J �roviding an_immersive and interactive experience that allows users to explore Mikumi bationa� P�k Virtually. It will offer features such as 360-degree views, detailed information a out Wildhfe and habitats, and guidance for planning physical visits. By overcoming logistical and financial barriers, the project ensures that more people...","To design and develop an immersive virtual tour ofMikumi that can be accessed online and offering a detailed exploration of its landscapes, wildlife and cultural sites; To create a virtual reality photogenic content that allows users to explore Mikumi's key attractions virtually.; To design a virtual reality experience that allows users to navigate Mikumi National Park.; To develop virtual reality experience intergrating educational content.",Department of Information Systems and Technology (DIS&T),2022,,,
683d38f12807bf3490d5950a,TO DEVELOP AN AI-POWERED E-LEARNING PLATFORM FOR SUPPORTING VISUALLY IMPAIRED SECONDARY SCHOOL STUDENTS: A CASE STUDY ON LEARNING BIOLOGY,"I This project aims to develop an AI-powered e-learning platform to support vjsually impaired secondru.y school students in learning Biology. By using text-to-speech (TTS) technology to I convert text into audio. The project involves gathering user requirements, developing and implementing a functional platfonn aligned with the Tanzanian Biology curriculum. Through I user testing and feedback, the platform was to address barriers in Biology education, promoting inclusive learning and improving academic outcomes for visually impaired students in I Tanzania. I Problem statement I Education is a fundamental right, yet students with disabilities in Tanzania, particularly those with visual impairments, face significant barriers to accessing quality education. I Analysis of Form Four examination results from schools such as Viziwi Njombe Secondary School, Holy Ghost Viziwi High School, and Buguruni Secondary School over the past three years highlights underperfonnance in key subjects like Biology, Mathematics, History, and Civics. Biology, in particular, cause challenges...","To develop an AI.powered e.Jearning platform for Biology ]earing for vjsually impaired secondary school students in Tanzania.; To gather requirements of visually impaired secondary school students jnTanzania, in the subject of Biology.; To implement the E-Leaming platform for visually impaired secondary schoolstudentsin Tanzania.",Department of Information Systems and Technology (DIS&T),2024,,,
683d38f72807bf3490d5950d,TO DEVELOP AN AI-POWERED E-LEARNING PLATFORM FOR SUPPORTING VISUALLY IMPAIRED SECONDARY SCHOOL STUDENTS: A CASE STUDY ON LEARNING BIOLOGY,"I.I Project Overview This project aims to develop an Al-powered e-learnfng platform to support visually impaired secondary school students in learning Biology. By using text-to�speech (]'TS) technology to convert text into audio. The pmject involves gathering user requirements, developing and implementing a functional platfonn aligned with the Tanz,anian Biology curriculum. Through user testing and feedback, the platfom, was to address barriers in Biology education, promoting inclusive lea,m-ing and improving academic outcomes for visually impaired students in Tanzania. 1.2 Problem statement Education is a fundamental right, yet students with disabilities in Tanzania, particularly those with visual impairments, face significant barriers to accessing quality education. Analysis of Form Four examination results from schools such as Viziwi Njombc Secondary School, Holy Ghost Viziwi High School, and Buguruni Secondary School over the past three years highlights underperformance in key subjects like Biology, Mathematics, History, and Civics. Biology, in particular, cause challenges due to its...","To develop an Al-powered e-Jeaming platform for Biology learning for visually impaired secondary school students in Tanzania.; To gather requirements of visually impaired secondary school students in Tanzania, in the subject of Biology.; To develop a model and its features for secondary school students specifically in Biology subject.; To implement the E-Learning platform for visually impaired secondary school students in Tanzania.",Department of Information Systems and Technology (DIS&T),2024,,,
683d38fc2807bf3490d59510,SIMULATION OF INDUSTRIAL WASTE IMPACT ON SOIL AND ATMOSPHERE FOR INDUSTRIES NEAR THE SOCIETY.,"The objective of this project is to develop a simulation of industrial impacts on soil and atmosphere for industries near the society. The ,project aims to provide a detailed understanding of industrial pollution on soil and atmosphere. The project will include specifically Industrial zone areas, particularly residential areas located.close to industries. Problem statement The ideal of the project is rapid growth of industries which can le.ad to improvement arid advancement of technology and also industrial competition which can lead to production of better and quality prooucts. However, ,this seems not to be perfonned as expected since the rapid growth of industries has led to incr:ease of negative impacts in residential areas specifically areas near the industries compared to the expected positive impacts. One of the negative impact affecting the society is industrial pollution to the surrounding environment leading to several environmental pollution outcomes such as fog, smog, soil degradation and...",To analyze industrial activities in residential areas near industrial zones.; To design a simulation model for industrial pollutants and their atmospheric effects.; To develop the simulation model of industrial impact.,Department of Information Systems and Technology (DIS&T),2024,,,
683d39062807bf3490d59516,SIMULATION OF INDUSTRIAL WASTE IMPACT ON SOIL AND ATMOSPHERE FOR INDUTRIES NEAR THE SOCIETY.,The rapid growth of industries has led to increase of negative impacts in residential areas specifically areas near the industries compared to the expected positive impacts.,To analyze industrial activities in residential areas near industrial zones.; To design a simulation model for industrial pollutants and their variables.; To develop the simulation model of industrial impact.,Department of Information Systems and Technology (DIS&T),2024,,,
683d390c2807bf3490d59519,SAFE AND INTERACTIVE FIRE EXTINGUISHER TRAINING THROUGH VIRTUAL REALITY (A HANDS-ON LEARNING EXPERIENCE),"ProjectOverview !he project is focused on developing a Virtual Reality (VR) System designed to provide a safe, mt:ract�ve and realistic training environment for learning how to properly use fi:e extmgmshers. With fire safety being a critical issue, this system allows users to engage m hands-on fire extinguisher training without the dangers associated with real-life scenarios. The VR environment gives real-world fire emergencies, giving users an opportunity to practice and refine their skills in a risk-:free setting. This approach is particularly beneficial for enhancing preparedness and knowledge of fire safety in various contexts from workplaces to public spaces. • Preblem Statement Traditional fire training often involves live demonstrations or simulations that can be hazardous and costly. These training methods cin also be limited by resource constraints such as the availability of fire extinguishers, fire safety instructors and the safety concerns of using real flames. Additionally, not all the people have access...","To develop a VR-based fire extinguisher training system that provides users with a safe, interactive and realistic environment to learn and practice fire safety skills.; To identify the learning needs and safety requirements of the target users, including their level of knowledge about fire safety, comfort with VR technology and potential challenges they might face in using the system.; To design a VR interface and realistic 3D virtual environments that accurately simulates various fire types scenarios and fire extinguishers,",Department of Information Systems and Technology (IST),2022,,,
683d390f2807bf3490d5951c,SAFE AND INTERACTIVE FIRE EXTINGUISHER TRAINING THROUGH VIRTUAL REALITY (A HANDS-ON LEARNING EXPERIENCE),"Project Overview The project is focused on developing a Virtual Reality (VR) System designed to providea safe, interactive and realistic training environment for learning how to properly use f1:e extinguishers. With fire safety being a critical issue, this system allows users to en�agem hands-on fire extinguisher training without the dangers associated with real-lifescenanos. The VR environment gives real-world fire emergencies, giving users an opportunity to practice and refine their skills in a risk-free setting. This approach is particularly beneficial for enhancing preparedness and knowledge of fire safety in various contexts from workplaces to public spaces. Problem Statement • Traditional fire training often involves live demonstrations or simulations that can be hazardous and costly. These training methods can also be limited by resource constraints such as the availability of fire extinguishers, fire safety instructors and the safety concerns of using real flames. Additionally, not all the people have access to fire...","Main Objectives; To Based VR-Based Fire Extingiuisher Training system that provide users with a safe and interactive system and realistic environment to learn and practice fire safety skills; Specific Objective; User Needs Assessment; Identify the learning needs and safety requirements of target users; Evaluate users' existing knowledge about fire safety; Assess comfort levels with VR technology; Determine potential challenges in system usage; Create intuitive VR interfaces; Develop realistic 3D virtual environments; Accurately simulate various fire scenarios; Model different types of fire extinguishers; System Development; Build a highly immersive VR experience; Incorporate advanced graphics for realism; Implement realistic sound effects; Ensure engaging user interaction; I I I I I I I I; Project Significance; The significance of this project includes an attempt to address the critical gaps in fire safety awareness and training with contributions such as:; Enhanced Safety Preparedness; The system would give users confidence in handling fire emergencies, thereby reducing property damage, injuries and fatalities with hands on risk-free learning.; Cost Effective Training; Most of the traditional fire training methods involve high cost. The VR-based solution offers an easily scalable and affordable alternative for individuals and organizations.; Increase accessibility; The project makes fire safety training accessible to wide audience, including workplaces, schools, and households, thus promoting fire safety awareness at large.; Improves immersive learning; The immersive and interactive nature of virtual reality encourages user participation in the learning process, while critical knowledge and skills pertaining to fire safety are better retained.",Department of Information Systems and Technology (IST),2022,,,
683d39162807bf3490d5951f,TO CREATE 2D ANIMATION BASEN ON REFORESTATIONS,"Project Overview 111e increasing importance of combating deforestation and restoring natural ecosystems highlights the need for innovative educational tools that can effectively raise awareness about reforestation. By utilizing 2D animation as an engaging medium, this project aims to create a ""Digital Reforestation Guide,"" which simplifies complex ecological concepts into visually interesting narratives, making them accessible to learners of all ages. This project will make a good use of animation to bridge the gap between theoretical knowledge and practical reforestation practices. By illustrating processes such as tree planting, biodiversity restoration, and ecosystem services through vivid animations, the guide seeks to enhance enviromnental literacy while promoting actionable steps towards reforestation. The 'Digital Reforestation Guide"" is designed to serve as an educational resource for students, educators, environmental organizations, and communities. By presenting environmental challenges and solutions in an engaging way, the guide aims to foster critical thinking, inspire proactive participation in reforestation activities,...","To create a digital guide utilizing 2D animation to promote reforestation as a means of environmental conservation.; To identify and analyze the key challenges and misconceptions about reforestation and environmental conservation among target audiences, determining the essential elements to include in a 2D animation for effective knowledge sharing.; To design an engaging and educational 2D animated storyline incorporating critical concepts of reforestation, such as the importance of trees, the benefits of reforestation, and its impact on ecosystems and climate.; To develop a 2D animated and motion graphic tool using appropriate technologies such as Moho and Arume Studio, ensuring the content is visually appealing, accessible, and impactful for raising awareness about environmental conservation.",Department of Information Systems and Technology (DIS&T),2024,,,
683d391b2807bf3490d59522,2D ANIMATED CONTENT FOR SUPPORTING DEAF STUDENTS IN EARLY EDUCATION TO ENHANCE ENGLISH LANGUAGE,"Project overview Ovel.View TI1e proposal title is about ""2D ANIMATED CONTENT FOR SUPPORTING DEAF STUDENTS IN EARLY EDUCATION TO ENHANCE ENGLISH LANGUAGE LEARNING"". Aim to create learning materials for teaching English to both students at the early education level.it focus on using 2Danimation to make lesson more engaging and accessible for everyone. For deaf students, the animations use sign language toexplain English concepts, such as letters, words, and basic sentences. This helps them without needing spoken instructions. This project ensures all students to build strong foundation in English during the early education Problem statement Deaf students face significant challenges in the classroom in pre- education, where visual learning aids are often minimal. Traditional education methods do not fully address these challenges. This project focuses on developing 2D animated content that is specifically designed to aid deaf students in understanding English concepts during classroom sessions. It's important for all children, including...","To analyze the educational challenges and needs of deaf students.; To design digital contents (script, storyboard) in accordance to the requirements gathered in 2D animation.; To develop the digital content high quality accessible 2D animations for deaf students.",Department of Information Systems and Technology (DIS&T),2024,,,
683d39212807bf3490d59525,3D ANIMATION VISUALIZING FERRY ACCIDENTS WITH NEGLECTED SAFETY MEASURES ALONG THE LAKE ZONE AREA IN TANZANIA,"Project Overview Ferry accidents tragedies along the Lake Victoria is referred from MV NYERERE (2018) that was manifested with loss of lives for more than 200 hundred people, and uncountable loss of properties due to neglecting of safety measures and overcrowding. I Ferry accidents have been a serious problem, especially in the Lake Victoria area. One of the worst accidents was the MV Nyerere disaster in 2018, where over 200 people tragica11y lost their lives. This accident happened because the ferry was overcrowded, and safety rules were not obeyed effectively. This highlighted the need for better safety measures to prevent the reoccurrence of such disasters. I I This project aims to use 3D animation and visual effects to show what can happen when safety measures are ignored. By creating these realistic animations, the project hopes to raise awareness about the risks of overcrowding, poor ferry maintenance, and not following safety...",To Study natural and human causes that accelerates ferry accidents; To design a 3D animation visualizing the part of negligence in observing safety measures and the part of proper practices in observing safety measures.; To develop 3D animation and visual effects that virtually represent ferry accidents caused by neglected safety measures.,Department of Information Systems and Technology (DIS&T),2024,,,
683d39262807bf3490d59528,VIRTUAL REALITY BASED PRACTICAL SIMULATION OF VOLUMETRIC ANALYSIS ACID-BASE TITRATION PROCESS,"Project Overview This project focuses on creating a virtual laboratory system that allows students and researchers to perfonn acid-base titration experiments in a simulated environment. This digital platform is designed to replicate the conditions of a real laboratory while offering interactive and easy-to­ use features to enrich the learning experience. Using advanced graphics and simulation technology, the project aims to overcome the limitations of traditional chemistry labs, such as restricted access to equipment, high costs of consumable materials, and the potential risks associated with handling chemicals. The virtual lab will serve as a safer, more affordable, and widely accessible tool for learning key volumetric chemistry concepts, particularly acid-base titration. Problem statement I Chemistry laboratories can be quite demanding in terms of equipment, reagents and consumables; this, therefore, makes it difficult for many students or institutions to conduct physical practical. The possibility of chemical accidents and the manipulation or handling of...",To design an interactive and user-friendly interface:; To build a strong simulation tool:; To evaluate a simulation effectiveness:,Department of Information Systems and Technology (DIS&T),2024,,,
683d392a2807bf3490d5952b,BLENDED LEARNING ESSENTIALS FOR EDUCATORS,"The ""Blended Leaming Essentials for Educators"" project is focused on helping teachers at the University of Dodoma (UDOM) improve their teaching by learning how to use digital tools and blended learning techniques. This project will address the problems teachers face when trying to use technology in teaching, addressing existing gaps in digital literacy, infrastructure limitations, and confidence in using online tools. By combining face-to-face and online teaching methods, this project aims to improve education quality and make modem teaching more accessible to UDOM educators. Background UDOM is committed to modernizing its teaching methods to align with global educational trends. Blended learning, a combination of in-person and digital instruction, has become essential. However, many UDOM educators face challenges such as limited experience with digital tools, inadequate training, and poor access to technology. Despite the increasing importance of platforms like Google Meet, Zoom, and Google Classroom, many faculty members lack the confidence...",To Empower Educators in udom with essential digital skills and blended learning strategies; Enhance digital literacy by providing training on platforms like Google Classroom.; EQUIP educators with the knowledge to design and implement blended learning strategies.; Foster collaboration and peer support among educators through hands-on practice and guidance.,Department of Information Systems and Technology (IST),2024,,,
683d39302807bf3490d5952e,Al Driven Dynamic Pricing Tool for Agricultural crops,"Using of technology to generate a common price as a pricing tool which accessible by all players in agriculture is an impactful strategy in the agricultural sector where it contributes to increase farmers income, support agricultural growth and development to the farmers.",To identify key data features needed for train model; To train prediction. model for price; To conduct evaluation of the model performance,Department of Information Systems and Technology (DIS&T),2024,,,
683d39342807bf3490d59531,Al POWERED CHATBOT FOR ENHANCING CUSTOMER SUPPORT IN E­ COMMERCE PLATFORMS FOR TECH SHOPS.,"Project Overview This project aims to develop and deploy an Al-powered chatbot solution specifically tailored to the needs of e-commerce businesses. The cbatbot will be integrated into their existing ecommerce platfonns to provide 24/7 automated customer support, significantly improving customer satisfaction and operational efficiency. Problem statement In the rapidly evolving e-commerce landscape, particularly within tech shops, customer support plays a crucial role in enhancing user experience and driving sales. however many tech shops face significant challenges in providing timely and effective customer service, which can lead to customer dissatisfaction, increased cart abandonment rates and lost sales opportunities. Traditional support methods such as phone and email often results in delayed responses and inconsistent service quality, especially during peak periods. The lack of 24/7 support and personalization in addressing customer inquiries, leaving customers feeling undervalued and frustrated. As tech products can be complex and require specific guidance, customers often have unique questions...",To gather system requirements.; To design the system.; To develop an AI powered chatbot.; To implement the system.,Department of Information Systems and Technology (DIS&T),2024,,,
683d393f2807bf3490d59537,BLOCKCHAIN BASED SYSTEM FOR FAKE WINE PRODUCT IDENTIFICATION USING QR CODE TECHNOLOGY.,"Fake wine is becoming a bigger problem in the global market, which affects both consumers and honest businesses. Many consumers risk their health by buying fake wine that may contain hannful ingredients. Businesses also suffer because they lose money when counterfeit wines are sold as real products. Studies show that the counterfeit wine industry is growing quickly, partly because there aren't strong laws to stop it and many people don't know how to spot fake wine. ' TI1is project aims to create a simple system that helps people check if a wine product is real or fake using blockchain technology. The system will be web-based and built with ReactJS for the user interface. It will use Ethereum b]ockchain for security and smart contracts written in Solidity to manage the authentication process. We will also use tools like Metamask, Ganache, and Truftle to interact with the blockchain and make the system...","To develop a blockchain-based fake wine product identification system that enhances product verification and consumer trust.; To gather detailed system requirements from stakeholders including manufacturers, retailers on counterfeit wine distribution practices and consumer behavior to ensure the proposed solution meets user needs effectively.; To design a blockchain system that incorporates QR code-based verification and product authenticity tracking System.; To implement the system with features such as fraud reporting, secure data handling, and a user-friendly interface to ensure transparency and trust in the wine distribution system.",Department of Information Systems and Technology (DIS&T),2024,,,
683d39442807bf3490d5953a,THE ANIMATED CONTENT TO SHOW THE IMPORTANCE OF PERSONAL HYGIENE TO CHILDREN BETWEEN 5-12 YEARS OLD.,"Project Overview Th.e project focuses on creating educational animated content designed to teach�oungchild�en about tlte significance of personal hygiene. During early childhood, children begm to establish habits that impact their l1ealth as they grow. This is a crucial stage for promoting good hygiene practices, as children are more likely to adopt habits learned at this age. TI1e animated content was designed to utilize simple, relatable stories, bright colors, and friendly characters to engage young audiences and make learning about hygiene fun and memorable. By creating characters that children could identify with, the animation was intended to encourage children to practice essential hygiene habits like washing hands and to cover mouth when sneezes or coughs. These actions were fundamental in preventing illness and promoting overall health. Animation was to simplify the concept of hygiene for young children to make it easy for them to understand why it was important to stay...",To gather infonnation about personal hygiene practices to enhance children perfom1ance in hygiene.; To design the animated contents in accordance to the requirements gathered.; To create animation that shows personal hygiene activities in way that children will learn from.,Department of Information Systems and Technology (DIS&T),2024,,,
683d39492807bf3490d5953d,VIRTUAL REALITY FOR RE-CONSTRACTION OF HISTORICAL SITES.,"Many historical site such as Kondoa Irangi, in Tanzania are facing severe degradation due to natural wear and tear, lack of maintenance, and, in some cases, neglect or destruction. These sites are crucial to the country's cultural heritage and national identity, but their preservation is at risk. Without appropriate interventions, many of these landmarks will be lost forever, depriving future generations of their historical significance •...","To conduct intensive research on the history, and cultural significance of Kondoa Irangi historical site in Tanzania.; To design and create 3D models of Kondoa Irangi historical site using advanced virtual reality (VR) technologies; To integrate interactive features into VR environments for educational and immersive experiences related to Kondoa Irangi historical site.",Department of Information Systems and Technology (DIS&T),2024,,,
683d394e2807bf3490d59540,A SWAHILI LANGUAGE GAME FOR ENHANCING LEARNING AND PRACTICING SKILLS.,"This project focuses on the developing a creative gamified tool designed to enhance the I learning of Swahili. The platform integrates game elements into language learning, making the process both engaging and interactive the main target audience includes students, tourists, and anyone interested in improving their Swahili proficiency, whether they are beginners or have some prior knowledge of the language. The platform uses a variety of engaging features such as puzzles, challenges, and story­ based activities that make learning both fun and effective. Each activity is designed to strengthen learning concepts while providing real-time feedback, which is important for improving language retention. In addition to enhancing language skills, the project matches with current trends in digital education, utilizing technology to create a more available and attractive learning experience. Problem Statement Despite the growing global use and importance of the Swahili language, there remains a large gap in the availability of...","To analyze the requirements, literature, and information about existing Swahili language learning game.; To improve learner's Swahili vocabulary, grammar and pronunciation using creative features.; To develop a Swahili game for enhancing language learning.",Department of Information Systems and Technology (DIS&T),2024,,,
683d39532807bf3490d59543,"BIOLOGICAL SYSTEMS SIMULATION BASED ON MODELLLING CELL BERAVIOR, GENETIC MUTATION AND PROTEIN FOLDING FOR DRUG DEVELOPMENT","The project aims to develop an interactive simulation that show how cell behavior, genetic mutations, and protein folding. By integrating principles from computational biology, bioinfonnatics, and biophysics, the simulation will provide insights into complex biological mechanisms. The primary objective is to utilize these simulations to accelerate drug discovery and development processes by: Modeling Cellular Behavior: Simulating cell division, signaling pathways, and 11 environmental interaction to predict cellular response to drug candidates. Analyzing Genetic Mutations: Exploring the effects of genetic mutations on cellular � processes and their role in disease, enabling the identification of potential drug targets Simulating Protein Folding: Replicating the folding process of proteins to study misfolding-related diseases and drug design therapeutic interventions. 1 The project will employ advanced computational tools, machine learning algorithms, and high-performance computing to ensure accurate and efficient simulations. This approach I minimizes reliance on experimental trials, reducing costs and timelines in drug development while...","To analyze the requirements of simulation based on celluJar behavior, genetic mutation, protein folding.; To design the user interface UI, storyboard.; To develop simulation based on cellular behavior, genetic mutation, protein folding.",Department of Information Systems and Technology (DIS&T),2024,,,
683d39562807bf3490d59546,UNIVERSITY PROGRAMS RECOMMENDATION SYSTEM FOR FORM,"Project Overview 1 Project Overview I This project aims to develop recommendation system designed to assist form six Tanzanian Students in making informed decisions about their university program choices By University Program Recommendation System for Form Six Students using a Mimic API, through gathering form six student pass mark, such as subjects, grades, and preferences, and retrieve university program information from the university mimic APL The system matches student I I profiles with program requirements by comparing subject combinations and grade thresholds. Based on this matching, it recommends suitable programs. The process involves accessing the API for program details, developing a matching algorithm, and presenting recommendations through a user-friendly interface. I I This university recommendation system will leverage advanced algorithms to analyze student data and provide accurate and relevant recommendations. By providing personalized guidance, this system will empower Tanzanian students to make informed decisions about their future academic paths and...",1.	To gather requirements; 2.	To implement Mimic API and recommender system.; 3	To integrate recommender system and mimic API,Department of Information Systems and Technology (IST),2024,,,
